Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
458,P.J. Tucker,PF,37,PHI,59,59,26.1,1.3,3,0.432,0.7,1.8,0.415,0.5,1.2,0.457,0.557,0.3,0.4,0.864,1.3,2.8,4.1,0.8,0.5,0.2,0.6,2.5,3.6,tuckepj01
459,Myles Turner,C,26,IND,53,53,29.9,6.5,11.9,0.549,1.7,4.2,0.403,4.8,7.7,0.628,0.62,3.5,4.4,0.786,1.5,6.4,8,1.3,0.6,2.3,1.6,3.4,18.2,turnemy01
460,Stanley Umude,SG,23,DET,1,0,2,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,0,1,1,0,0,2,umudest01
461,Jonas Valančiūnas,C,30,NOP,61,61,24.9,5.6,10.4,0.542,0.5,1.5,0.337,5.1,8.9,0.577,0.566,2.5,3,0.821,2.8,6.9,9.7,1.7,0.3,0.5,1.9,3.1,14.2,valanjo01
462,Jarred Vanderbilt,PF,23,TOT,59,46,24,3.3,5.9,0.557,0.3,1,0.328,2.9,4.9,0.606,0.586,1.3,1.9,0.684,2.4,5.5,7.9,2.6,1.1,0.3,1.3,2.5,8.2,vandeja01
462,Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6,0.556,0.4,1.1,0.333,3,4.9,0.606,0.587,1.3,2,0.657,2.3,5.5,7.9,2.7,1,0.3,1.3,2.6,8.3,vandeja01
462,Jarred Vanderbilt,PF,23,LAL,7,5,23.3,3,5.3,0.568,0.1,0.6,0.25,2.9,4.7,0.606,0.581,1.6,1.7,0.917,2.6,5.4,8,2,1.4,0.4,1.3,1.9,7.7,vandeja01
463,Fred VanVleet,PG,28,TOR,51,51,36.9,6.3,16.2,0.39,3,8.7,0.339,3.4,7.5,0.449,0.481,3.7,4.2,0.893,0.5,3.8,4.4,6.7,1.6,0.6,1.9,2.8,19.4,vanvlfr01
464,Devin Vassell,SG,22,SAS,29,24,31.3,7.1,16,0.445,2.8,7,0.404,4.3,9,0.477,0.533,2.4,3,0.793,0.2,3.8,4,3.6,1.2,0.4,1.6,1.4,19.4,vassede01
465,Gabe Vincent,PG,26,MIA,49,15,26.3,3.4,8.7,0.391,1.7,5.4,0.318,1.7,3.2,0.513,0.491,1.2,1.3,0.877,0.4,1.9,2.3,2.5,0.9,0.1,1.4,2.5,9.7,vincega01
466,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,vonleno01
467,Nikola Vučević,C,32,CHI,63,63,33.8,7.3,14.2,0.513,1.6,4.6,0.349,5.7,9.5,0.593,0.571,1.6,2,0.813,2,9.3,11.3,3.3,0.7,0.8,1.7,2.2,17.7,vucevni01
468,Dean Wade,PF,26,CLE,35,9,20.8,1.8,4.1,0.428,1.1,2.9,0.373,0.7,1.2,0.558,0.559,0.4,0.7,0.652,0.5,3.2,3.6,0.9,0.7,0.5,0.4,2.2,5.1,wadede01
469,Franz Wagner,SF,21,ORL,62,62,33.1,6.8,14.1,0.485,1.7,4.5,0.369,5.1,9.5,0.541,0.545,3.5,4.2,0.835,0.9,3,4,3.4,0.9,0.2,2.1,2.3,18.8,wagnefr01
470,Moritz Wagner,C,25,ORL,42,14,20.7,3.6,7.3,0.49,1,3.1,0.313,2.6,4.2,0.623,0.557,2.8,3.3,0.855,1.3,3.3,4.6,1.7,0.7,0.2,1.2,2.7,10.9,wagnemo01
471,Ish Wainright,SF,28,PHO,45,1,15.4,1.4,3.8,0.385,1,2.8,0.341,0.5,1,0.512,0.512,0.5,0.6,0.84,0.8,1.3,2.1,1,0.8,0.3,0.4,2,4.3,wainris01
472,Jabari Walker,SF,20,POR,41,0,9,1,2.4,0.443,0.1,0.6,0.192,0.9,1.7,0.535,0.469,0.5,0.7,0.724,0.8,1.2,2,0.5,0.1,0.2,0.3,1,2.7,walkeja01
473,Kemba Walker,PG,32,DAL,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8,walkeke02
474,Lonnie Walker IV,SG,24,LAL,46,32,25.6,4.7,10.3,0.451,1.8,4.7,0.376,2.9,5.6,0.516,0.538,1.9,2.2,0.87,0.3,1.8,2.1,1.3,0.6,0.3,0.9,1.4,13,walkelo01
475,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,walljo01
476,T.J. Warren,PF-SF,29,TOT,29,0,17.9,3.7,7.2,0.505,0.6,1.7,0.34,3.1,5.5,0.556,0.545,0.9,1.1,0.818,0.5,2.2,2.8,1,0.6,0.3,0.6,1.6,8.8,warretj01
476,T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,warretj01
476,T.J. Warren,SF,29,PHO,3,0,9.3,1.3,3.3,0.4,0.3,0.7,0.5,1,2.7,0.375,0.45,0,0,,0.7,2,2.7,0,0.7,0.3,0.3,0.7,3,warretj01
477,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,0.7,7.9,washidu02
478,P.J. Washington,PF,24,CHO,60,60,32.9,5.8,13,0.444,2,5.8,0.35,3.8,7.2,0.518,0.521,1.7,2.3,0.748,1,3.7,4.8,2.4,0.9,1.1,1.4,2.7,15.3,washipj01
479,TyTy Washington Jr.,PG,21,HOU,27,2,14.5,2,5.5,0.358,0.6,2.7,0.222,1.4,2.8,0.487,0.412,0.4,0.6,0.625,0.1,1.4,1.4,1.7,0.4,0.1,0.5,1,4.9,washity02
480,Yuta Watanabe,SF,28,BRK,44,0,17.8,2.3,4.4,0.521,1.2,2.5,0.482,1.1,1.9,0.571,0.657,0.7,0.9,0.744,0.6,1.9,2.5,0.9,0.4,0.3,0.4,1.5,6.5,watanyu01
481,Lindy Waters III,SG,25,OKC,26,0,11.4,1.5,3.7,0.396,1.3,3.4,0.371,0.2,0.3,0.714,0.568,0.3,0.4,0.8,0.3,1.4,1.7,0.7,0.4,0.3,0.2,1,4.5,waterli01
482,Trendon Watford,PF,22,POR,46,2,16.9,2.1,3.7,0.57,0.3,0.8,0.432,1.8,2.9,0.607,0.616,1.1,1.5,0.714,0.7,2.8,3.4,1.9,0.4,0.1,1,1.9,5.7,watfotr01
483,Peyton Watson,SG,20,DEN,14,0,3.1,0.7,1.4,0.526,0.1,0.3,0.5,0.6,1.1,0.533,0.579,0,0.1,0,0.2,0.4,0.6,0.1,0,0.1,0.1,0.1,1.6,watsope01
484,Blake Wesley,SG,19,SAS,18,1,14.3,1.8,4.6,0.386,0.6,1.3,0.478,1.2,3.3,0.35,0.452,0.6,0.9,0.588,0.2,1.6,1.8,1.6,0.6,0.1,1.4,1.9,4.7,weslebl01
485,Russell Westbrook,PG,34,TOT,55,6,28.8,5.9,13.9,0.422,1.2,4,0.302,4.6,9.8,0.471,0.466,3,4.5,0.667,1.1,5,6.1,7.6,1.1,0.4,3.6,2.4,15.9,westbru01
485,Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3,4.6,0.655,1.1,5,6.2,7.5,1,0.4,3.5,2.3,15.9,westbru01
485,Russell Westbrook,PG,34,LAC,3,3,31,6,11.3,0.529,1.3,3,0.444,4.7,8.3,0.56,0.588,2.7,2.7,1,1,4.7,5.7,9.3,2.3,0,4.3,3.7,16,westbru01
486,Coby White,SG,22,CHI,55,1,22.4,3.2,7.6,0.421,1.7,4.6,0.358,1.5,3,0.518,0.53,0.9,1.1,0.845,0.2,2.5,2.7,2.1,0.8,0.1,0.8,1.7,8.9,whiteco01
487,Derrick White,SG,28,BOS,63,52,27.7,4.1,9,0.455,1.8,4.6,0.381,2.3,4.3,0.533,0.553,1.9,2.2,0.864,0.6,2.7,3.3,3.8,0.7,0.9,1.1,2.2,11.8,whitede01
488,Jack White,SF,25,DEN,15,0,3.1,0.5,1.1,0.438,0.2,0.5,0.375,0.3,0.5,0.5,0.531,0.1,0.2,0.667,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0.5,1.3,whiteja03
489,Joe Wieskamp,SF,23,TOR,3,0,8,1,2.7,0.375,1,2.3,0.429,0,0.3,0,0.563,0,0,,0,0.7,0.7,0.3,0,0,0.3,0.3,3,wieskjo01
490,Aaron Wiggins,SG,24,OKC,50,12,18.8,2.5,5,0.502,0.7,1.8,0.393,1.8,3.2,0.563,0.572,0.8,0.9,0.83,1.1,2.1,3.2,1.4,0.5,0.2,0.8,1.6,6.5,wiggiaa01
491,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1,wiggian01
492,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0,willial06
493,Grant Williams,PF,24,BOS,61,21,27.3,2.8,6.2,0.457,1.5,3.7,0.404,1.3,2.5,0.536,0.577,1.3,1.6,0.827,1.1,3.7,4.8,1.8,0.6,0.4,1.1,2.6,8.4,willigr01
494,Jalen Williams,SG,21,OKC,58,45,29.4,5.1,10,0.511,0.9,2.7,0.333,4.2,7.2,0.579,0.557,1.7,2.2,0.772,1,3.2,4.2,3.1,1.3,0.5,1.6,2.6,12.8,willija06
495,Jaylin Williams,PF,20,OKC,30,17,16.8,2.1,4.6,0.449,0.8,1.9,0.429,1.3,2.7,0.463,0.536,0.7,1,0.69,0.9,3.9,4.8,1.5,0.4,0.2,0.7,1.9,5.6,willija07
496,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8,willike04
497,Mark Williams,C,21,CHO,33,8,17.1,3.4,5.3,0.634,0,0,,3.4,5.3,0.634,0.634,1.5,2.1,0.725,2,4.3,6.3,0.4,0.7,1.2,0.8,2.3,8.2,willima07
498,Patrick Williams,PF,21,CHI,63,58,28.8,3.8,8.3,0.462,1.4,3.4,0.413,2.4,4.9,0.495,0.546,1.1,1.3,0.866,1,3.3,4.3,1.3,0.8,0.8,1.3,1.9,10.1,willipa01
499,Robert Williams,C,25,BOS,27,17,24.4,3.9,5.2,0.757,0,0,0,3.9,5.1,0.763,0.757,0.7,1,0.643,3.1,5.6,8.7,1.6,0.5,1.1,0.9,1.9,8.5,williro04
500,Vince Williams Jr.,SG,22,MEM,10,0,4.9,0.3,1.3,0.231,0.1,0.9,0.111,0.2,0.4,0.5,0.269,0,0,,0.2,0.5,0.7,0.3,0.4,0.1,0.1,0.6,0.7,willivi01
501,Ziaire Williams,SF,21,MEM,31,3,16,2.2,5.3,0.411,0.6,2.7,0.241,1.5,2.6,0.588,0.472,0.4,0.5,0.765,0.4,1.9,2.3,0.8,0.4,0.2,1,1.7,5.4,willizi02
502,Zion Williamson,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26,willizi01
503,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8,winslju01
504,James Wiseman,C,21,TOT,26,3,14.8,3.3,5.3,0.616,0.1,0.3,0.286,3.2,5,0.634,0.623,1.2,1.8,0.667,1.1,3.3,4.4,0.6,0.1,0.3,0.8,2,7.8,wisemja01
504,James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.628,0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9,wisemja01
504,James Wiseman,C,21,DET,5,3,24.6,5.2,8.8,0.591,0.2,1,0.2,5,7.8,0.641,0.602,1.2,2,0.6,2.2,6,8.2,0.4,0,0.2,1.6,2.8,11.8,wisemja01
505,Christian Wood,C,27,DAL,51,17,27.2,6.4,12.2,0.522,1.7,4.6,0.368,4.7,7.6,0.615,0.591,3.1,4.1,0.766,1.3,6.6,7.9,1.7,0.4,1.2,1.9,2.7,17.5,woodch01
506,Delon Wright,PG,30,WAS,32,4,22.9,2.5,5.3,0.476,0.8,2.3,0.365,1.7,2.9,0.564,0.557,1,1.1,0.912,1.2,2.1,3.2,3.5,1.9,0.3,0.9,1.3,6.8,wrighde01
507,McKinley Wright IV,PG,24,DAL,20,1,10.3,1.2,2.5,0.469,0.2,0.7,0.286,1,1.8,0.543,0.51,0.4,0.6,0.636,0.3,1,1.3,1.9,0.4,0.2,0.6,0.9,2.9,wrighmc01
508,Thaddeus Young,PF,34,TOR,50,9,15.5,2.1,3.8,0.56,0.1,0.7,0.176,2,3.1,0.643,0.576,0.4,0.5,0.692,1.4,1.8,3.2,1.5,1.1,0.1,0.8,1.7,4.8,youngth01
509,Trae Young,PG,24,ATL,55,55,35.3,8.5,19.9,0.429,2.2,6.6,0.327,6.4,13.3,0.48,0.484,7.9,8.8,0.889,0.7,2.2,2.9,10.1,1,0.2,4.1,1.5,27.1,youngtr01
510,Cody Zeller,C,30,MIA,4,0,15.5,2,3.3,0.615,0,0,,2,3.3,0.615,0.615,2,3,0.667,1.3,1.5,2.8,1,0.3,0.8,0.5,2.8,6,zelleco01
511,Ivica Zubac,C,25,LAC,60,60,29.4,4,6.5,0.619,0,0,0,4,6.5,0.622,0.619,2.2,3.1,0.703,3.3,6.8,10.1,1.1,0.4,1.3,1.7,3,10.2,zubaciv01
